Nom,Description,Tag 1,Tag 2,Tag 3,Latitude,Longitude,N° et nom de rue,CP,Ville,Année de création,Url site web,Nom compte Twitter,Url page Facebook,Url page Google +,Url page Linkedin,Url page Viadeo,Catégorie
Empreinte,Empreinte développe et propose une gamme de solutions logicielles et matérielles pour la production richmedia et la diffusion vidéo sur le web et supports mobiles.,#webtv,#richmedia,#mobile,48.84967,2.38001,8 passage Brûlon,75012,Paris,1994,www.empreinte.com,,,,,,Entreprise
Energiency,"Energiency édite un logiciel innovant d’optimisation de la performance énergétique sur web et supports mobiles, avec monitoring, diagnostics, et plan d’actions en continu pour les entreprises et les collectivités.",#energie,#monitoring,,48.893959,2.35278,110 rue des Poissonniers ,75018,Paris,2013,www.energiency.com,energiency,,,http://www.linkedin.com/company/energiency,,Entreprise
eNovance,eNovance propose des services d'hébergement et d'infogérance de sites web et applications mobile en s'appuyant sur des technologies Open Source.,#opensource,#hebergement,#infogerance,48.87503,2.34012,10 rue de la Victoire,75009,Paris,2008,www.enovance.com,enovance,http://www.facebook.com/pages/eNovance/131771443550980,,http://www.linkedin.com/company/enovance,,Entreprise
Entertainment Learning,"Entertainment Learning édite English Attack !  un site conçu pour améliorer la pratique de l'anglais avec une approche pédagogique basée sur les médias de divertissement, le jeu éducatif et les réseaux sociaux.",#education,#langue,,48.858379,2.37261,28 rue du Chemin Vert,75011,Paris,2009,www.english-attack.com,EnglishAttack,http://www.facebook.com/EnglishAttack,,,,Entreprise
ePagine,ePagine fournit des solutions pour le livre numérique à destination des éditeurs et des libraires.,#librairie,#ebook,,48.818699,2.30928,76 avenue Pierre Brossolette,92240,Malakoff,2008,www.epagine.fr,ePagine_Actu,,,,,Entreprise
ePawn,ePawn intègre des objets réels dans des environnements virtuels.,#objetsconnectes,,,48.854858,2.40352,80 rue des Haies,75020,Paris,2010,www.epawn.fr,ePawn,https://www.facebook.com/epawn,,http://www.linkedin.com/company/1119256,,Entreprise
e-PLI,e-PLI permet d'envoyer et recevoir des fichiers volumineux et des communications entre un téléphone mobile et un point d'accès Internet.,#mobile,#fichiers,,48.87672,2.51851,6 rue Nicolas Becker,93250,Villemomble,2004,www.e-pli.net,,,,,,Entreprise
EPressPack,"ePressPack est spécialisée dans les solutions de communication multicanale et multimedia.
",#multicanal,#communication,#multimedia,48.854858,2.40352,80 rue des Haies,75020,Paris,2011,www.epresspack.com,,,,http://www.linkedin.com/company/2613152,,Entreprise
Eptica Lingway,"Eptica Lingway édite une gamme de solutions logicielles, multicanal et multilingues, qui permettent de développer et de gérer en temps réel les interactions clients.",#crm,#ereputation,#semantique,48.833721,2.23132,95 rue de Bellevue,92100,Boulogne Billancourt,2001,www.lingway.com,EpticaFrance,https://www.facebook.com/EpticaFrance,,http://www.linkedin.com/company/40548,,Entreprise
Equinix,Equinix est un fournisseur de datacentres.,#datacenter,,,48.92852,2.351977,114 rue Ambroise Croizat,93200,Saint-Denis,1998,www.equinix.fr,Equinix,https://www.facebook.com/Equinix,https://plus.google.com/108414108167605620391,http://www.linkedin.com/company/equinix,,Entreprise
eTechs & compagnie,"eTechs & compagnie propose une palette de services dédiée à l'édition numérique et développe le eLaunchBook, une plateforme intégrée de promotion et de gestion au service de tous les acteurs de l'édition numérique.",#edition,#ebook,,48.843559,2.35122,2 rue Saint-Médard,75005,Paris,2011,www.etechsetcompagnie.com,,https://www.facebook.com/pages/eTechs-et-compagnie/185500344877321,,http://www.linkedin.com/company/2416191,,Entreprise
Europa-Apps,Europa-Apps est une maison d’édition pour enfants dédiée à tous les nouveaux supports numériques et en particulier l’iPad et les Smartphones.,#edition,#mobile,#enfants,48.843559,2.35122,2 rue Saint-Médard,75005,Paris,2011,www.europa-apps.com,EuropaApps,https://www.facebook.com/EuropaApps,,http://www.linkedin.com/company/2252972,,Entreprise
EuroSmart,EuroSmart est spécialisée dans la conception et la fabrication de systèmes ATIDEx (Acquisition et Traitements Informatisés de Données Expérimentales) ou ExAO (Expérimentations Assistées par Ordinateur) à destination des professionnels de l'éducation. ,#education,#ATIDex,#ExAO,48.713051,2.58033,162 rue des Roses,77170,Servon,1988,www.eurosmart.biz,,,,,,Entreprise
Evaneos,Evaneos est spécialisé dans le voyage sur mesure et édite une plateforme qui met en relation les voyageurs avec des agences locales sélectionnées partout dans le monde.,#voyage,,,48.870628,2.34659,38 rue du Sentier,75002,Paris,2009,www.evaneos.com,Evaneos,https://www.facebook.com/Evaneos.specialiste.voyage.sur.mesure,https://plus.google.com/101560727628883824310,http://www.linkedin.com/company/1907265,,Entreprise
Eversim,Eversim est spécialisée dans la création et le développement de jeux fonctionnant en réseau et en univers persistant.,#jeu,,,48.837212,2.63079,13 place des Libertés Publiques,77185,Lognes,,www.eversim.com,,,,,,Entreprise
Everwin,Everwin développe et propose des logiciels de gestion d’affaires et des ERP pour sociétés de services. ,#logiciel,#ERP,,48.845402,2.41694,5 rue de l'Amiral Courbet,94160,Saint-Mandé,1995,www.everwin.fr,,,,http://www.linkedin.com/company/3131687,,Entreprise
Exalead,Exalead est un éditeur de logiciels spécialisé dans la fourniture d'infrastructures industrielles de traitement de l'information.,#moteurderecherche,,,48.869129,2.32463,10 place de la Madeleine,75008,Paris,2000,www.exalead.com,,,,http://www.linkedin.com/company/21156,,Entreprise
ExeQuo,ExeQuo est une société de production et de localisation multilingue pour les jeux vidéo.,#jeu,,,48.84975,2.37259,14  rue Moreau,75012,Paris,1998,www.exequo.com,,,,http://www.linkedin.com/company/89911,,Entreprise
Explee,Explee est une application en ligne qui permet de créer des vidéos d'animation pour exprimer des idées. ,#video,,,48.872082,2.35392,61 rue du Faubourg Saint-Denis,75010,Paris,2012,www.explee.com,Explee,https://www.facebook.com/explee,,http://www.linkedin.com/company/2585412,,Entreprise
Expway,Expway développe et propose des solutions logicielles pour la téléphonie mobile et la télévision numérique destinée à faciliter et accélérer la recherche de contenus multimédia.,#mobile,#tv,,48.874821,2.33988,44 rue La Fayette,75009,Paris,2000,www.expway.com,,,,http://www.linkedin.com/company/34744,,Entreprise
Extra Live ,Extra Live est un éditeur d'applications mobiles pour l'entertainment et les marques.,#mobile,#marketing,,48.842312,2.34819,35 rue tournefort,75005,Paris,2004,www.extra-live.com,@Extra_Live,,,,,Entreprise
Facebook,"Facebook est un service de réseautage social en ligne qui permet de publier des informations (photographies, liens, textes, etc) en contrôlant leur visibilité par différentes catégories de personnes.",#reseausocial,,,48.88607,2.29576,28 Rue Hamelinm,75016,Paris,2004,www.facebook.com,facebook,,,http://www.linkedin.com/company/10667,,Entreprise
Fair Play Interactive,"Fair Play Interactive propose une plate-forme technologique permettant la diffusion de chaînes de télévision personnalisées et interactives, disponibles sur les réseaux IPTV et diffusées sur l’écran via les box des FAI.",#television,#iptv,,48.832821,2.24311,3 rue des Quatre Cheminées,92100,Boulogne Billancourt,2008,www.fairplayinteractive.tv,FPItv,,,http://www.linkedin.com/company/220383,,Entreprise
FamiHero,"FamiHero est une plateforme de mise en relation au service de la famille qui permet de trouver le « héros » dont les familles ont besoin : baby-sitters, sorties d’écoles, soutien scolaire.",#marketplace,#famille,,48.866909,2.34871,79 rue Réaumur,75002,Paris,2011,www.famihero.com,@FamiHero,https://www.facebook.com/LesFamillesFamihero,,http://www.linkedin.com/company/2916888,,Entreprise
FamiliaGames,"FamiliaGames développe des jeux trans-générationnels sur réseaux sociaux, mobiles et tablettes pour le grand public et la famille.",#jeu,#mobile,#socialgaming,48.843588,2.238422,44 rue Escudier,92100,Boulogne-Billancourt,2011,www.familiagames.com,,,,,,Entreprise
FastBiz,FastBiz propose des solutions de CRM et xRM (Extended RelationShip Management) en mode SaaS.,#crm,,,48.856682,2.33658,12 rue de Seine,75006,Paris,2010,www.fastbiz.eu,FastBiz,https://www.facebook.com/FastBiz,https://plus.google.com/107671447417056887641,http://www.linkedin.com/company/2385140,,Entreprise
Fasterize,Fasterize est un accélérateur de site web en mode SaaS qui optimise les performances des sites à la volée.,#optimisation,#web,,48.814091,2.34391,27 rue Raymond Lefebvre,94250,Gentilly,2011,www.fasterize.com,fasterize,,,http://www.linkedin.com/company/2318787,,Entreprise
Faveod,Faveod Designer est une solution industrielle pour produire des applications web de qualité et parfaitement spécifique.,#apps,#designer,,48.865601,2.28926,71 avenue Kléber ,75016,Paris,2007,www.faveod.com,,,,http://www.linkedin.com/company/952450,,Entreprise
FBC Software,"FBC Software propose des solutions logicielles pour réaliser des enquêtes, sondages ou évaluations, analyser les informations collectées et produire des rapports.",#enquete,#data,,48.82452,2.26477,89 rue du Gouverneur Felix Eboué,92130,Issy les Moulineaux,1985,www.fbcsoftware.com,FBC_Software,,,http://www.linkedin.com/company/fbc-software,,Entreprise
Feedbooks,Feedbooks est un libraire 100% numérique connecté à un large écosystème de systèmes de lecture et de réseaux sociaux qui distribue chaque mois plusieurs millions de livres numériques à une communauté en pleine expansion.,#edition,#librairie,#ebook,48.875641,2.34918,54 rue de Paradis,75010,Paris,2007,www.feedbooks.com,feedbooks_fr,https://www.facebook.com/feedbooksfrance,,http://www.linkedin.com/company/2110544,,Entreprise
Feel,"Feel est une application mobile qui permet, à vous et vos amis, de se souvenir et de découvrir des lieux en fonction des sentiments référencés sur une carte émotionnelle.",#mobile,#emotion,#geolocalisation,48.869789,2.36385,18 rue Yves Toudic,75010,Paris,2012,www.feeltheapp.co,Feeltheapp,https://www.facebook.com/feeltheapp,,,,Entreprise
Feeligo,"Feeligo est une nouvelle façon de monétiser, d'engager et d'étendre son réseau social en permettant aux membres de votre communauté d'acheter des cadeaux virtuels et se les envoyer entre eux.",#virtualgift,#cadeaux,,48.842991,2.33843,76 boulevard Saint Michel ,75005,Paris,2012,www.feeligo.com,feeligo,https://www.facebook.com/feeligo,https://plus.google.com/105572515484401098608,http://www.linkedin.com/company/2517033,,Entreprise
Fideal,"Fideal est une solution de fidélisation et de communication pour les commerçants de proximité, les enseignes et les franchises qui permet aux points de vente d'alimenter leur base de données clientèle.",#fidelisation,#marketing,#pointdevente,48.869148,2.35602,96 rue René Boulanger,75010,Paris,2012,www.fideal.com,fidealdotcom,https://www.facebook.com/pages/Fideal/279466418826758,,,,Entreprise
Fidzup,Fidzup est spécialisée dans la création de solutions de marketing et de publicité sur mobile pour l’espace de vente.,#marketing,#mobile,#pointdevente,48.893959,2.35278,110 rue des Poissonniers,75018,Paris,2011,www.fidzup.com,fidzup,https://www.facebook.com/FidzUp,,http://www.linkedin.com/company/2161099,,Entreprise
FioulReduc,FioulReduc est une plateforme de commande en ligne qui permet aux professionnels et aux particuliers se chauffant au fioul domestique d’acheter leur énergie au prix le plus bas.,#energie,#marketplace,#chauffage,48.879051,2.33605,8 rue La Bruyère,75009,Paris,2011,www.fioulreduc.com,FioulReduc,https://www.facebook.com/FioulReduc,,http://www.linkedin.com/company/2858233,,Entreprise
Followatch,Followatch est une application mobile qui offre un accès personnalisé au monde de la télévision sociale.,#socialtv,#secondscreen,,48.87373,2.35133,29 rue des petites écuries,75010,Paris,2012,www.followatch.com,Followatch,https://www.facebook.com/Followatch,,,,Entreprise
Food Reporter,Food Reporter est un réseau social culinaire qui permet de photographier et de partager ce que vous mangez au restaurant et à la maison.,#reseausocial,#cuisine,,48.879334,2.319618,23 rue d'Edimbourg,75008,Paris,2011,www.foodreporter.fr,food_reporter,https://www.facebook.com/FoodReporter,https://plus.google.com/111002965908793500270,http://www.linkedin.com/company/1797571,,Entreprise
Free Apps 365,Free Apps 365 est une application mobile Android qui permet de découvrir une nouvelle app par jour.,#apps,#mobile,#android,48.8745,2.3443,5 rue Saulnier,75009,Paris,,www.freeapps365.com,freeapps365,https://www.facebook.com/FreeApps365,,,,Entreprise
FriendsClear,FriendsClear est une plateforme de financement participatif de projets professionnels sous forme de prêts directement financés par des internautes.,#financement,#crowdfunding,#economiecollaborative,48.869308,2.33215,5 rue Daunou,75002,Paris,2007,www.friendsclear.com,friendsclear,https://www.facebook.com/FriendsClear,,http://www.linkedin.com/company/348259,,Entreprise
ftopia,ftopia est une plateforme en ligne pour le stockage et le partage sécurisé de fichiers entre professionnels.,#securite,#cloudcomputing,#fichiers,48.880581,2.33953,8 rue Victor Massé,75009,Paris,2009,www.ftopia.com,ftopia_fr,https://www.facebook.com/ftopia.fr,,http://www.linkedin.com/company/1310215,,Entreprise
G²mobility,"G²mobility conçoit et développe des solutions d'infrastructures de recharge permettant dans le contexte d'applications de mobilité spécifique, telles que l'auto-partage, l'introduction douce et progressive du véhicule électrique.",#energie,#carsharing,,48.82394,2.21191,7 avenue de l'Europe,92310,Sèvres,2009,www.g2mobility.com,g2mobility,https://www.facebook.com/g2mobility,,http://www.linkedin.com/company/g2mobility,,Entreprise
Gigatribe ,Gigatribe est une plateforme communautaire de partage de fichiers en P2P.,#p2p,#fichiers,,48.868551,2.224217,40 boulevard Henri Sellier,92150,Suresnes,2005,www.gigatribe.com,gigatribe,https://www.facebook.com/GigaTribe,,http://www.linkedin.com/company/348604,,Entreprise
Glam Media,"Glam Media connecte les marques à leurs consommateurs en déployant des dispositifs uniques combinant formats rich media, technologie et contenus exclusifs.",#richmedia,,,48.878021,2.28995,23 rue du Colonel Moll,75017,Paris,2003,www.glammedia.fr,glammedia_fr,https://www.facebook.com/glammediaparis,,http://www.linkedin.com/company/23488,,Entreprise
Global Switch,Global Switch est un fournisseur de datacentres.,#datacenter,,,48.89959,2.29633,7 rue Petit,92500,Clichy,1998,www.globalswitch.fr,globalswitch,https://www.facebook.com/pages/Global-Switch/140046972712427,,http://www.linkedin.com/company/28220,,Entreprise
GlobZ,GlobZ développe des jeux en flash pour le web (mono et multijoueurs) et en téléchargement.,#jeu,,,48.879532,2.36699,171 quai de Valmy,75010,Paris,2000,www.globz.com,globulos,https://www.facebook.com/pages/Globulos/54605020497,,,,Entreprise
GNUside,"Société d’ingénierie en électronique et informatique, spécialisées dans les technologies du libre, de l’opensource et du open-hardware.",#opensource,#openhardware,,48.88551,2.33787,8 rue Ravignan,75018,Paris,2010,www.gnuside.com,gnuside,https://www.facebook.com/gnuside,https://plus.google.com/101627706356097767505,http://www.linkedin.com/company/1195571,,Entreprise
Google,Implantation qui regroupe les activités commerciales de Google mais aussi le centre de recherche et développement et l’institut culturel européen.,,,,48.876862,2.32991,8 rue de Londres,75009,Paris,1998,www.google.fr,google,https://www.facebook.com/Google,https://plus.google.com/+GoogleFrance,http://www.linkedin.com/company/1441,,Entreprise
Gostai,"Gostai est spécialisée dans le développement d’outils logiciels pour la robotique, notamment Urbi, un OS pour systèmes complexes, et propose Jazz, une unité de téléprésence mobile.",#robotique,#jazz,,48.825661,2.3835,15 rue Jean-Baptiste Berlier,75013,Paris,2006,www.gostai.com,,https://www.facebook.com/pages/Gostai/310022594520,,http://www.linkedin.com/company/228221,,Entreprise
Granite Data Services,Granite Data Services développe la plateforme opensource GraniteDS qui permet l'intégration d'applications Flex avec JavaEE.,#RIA,#opensource,#informatique,48.871109,2.393599,24 rue de l'Est,75020,Paris,2010,www.granitedataservices.com,graniteds,https://www.facebook.com/pages/Granite-data-services/106065016091215,,http://www.linkedin.com/company/1686008,,Entreprise
Greenbureau,Greenbureau est un service gratuit et sécurisé de centralisation des factures pour les particuliers.,#factures,#securite,,48.893959,2.35278,110 rue des Poissonniers,75018,Paris,2011,www.greenbureau.fr,Greenbureaufr,https://www.facebook.com/Greenbureau,,http://www.linkedin.com/company/2219106,,Entreprise
GroupCamp,"GroupCamp propose un logiciel de gestion de projet en ligne pour aider les entreprises à gérer leurs projets, leurs équipes et à collaborer avec leurs clients.",#gestiondeprojet,#collaboration,,48.872596,2.350080,17 rue d'Hauteville,75010,Paris,2008,www.groupcamp.fr,GroupCamp,,https://plus.google.com/107484647014892403507,http://www.linkedin.com/company/groupcamp,,Entreprise
Guesttoguest,GuestToGuest est un réseau social qui rassemble une communauté de personnes qui souhaite échanger leur appartement ou leur maison pour les vacances.,#reseausocial,#echange,#vacances,48.893959,2.35278,110 rue des Poissonniers,75018,Paris,2011,www.guesttoguest.com,GuestToGuest,https://www.facebook.com/guesttoguest,https://plus.google.com/112826930147946672322,,,Entreprise
Gutenberg Technology,"Gutenberg Technology développe et propose MyEbookFactory, une plateforme d’édition permettant de produire des livres numériques multi-support.

",#ebook,#edition,,48.854858,2.40352,80 rue des Haies,75020,Paris,2010,www.gutenberg-technology.com,GutenbergTech,,,http://www.linkedin.com/company/2481694,,Entreprise
Haikara,Haikara est spécialisée dans l'élaboration et la réalisation de contenus multimédia et de programmes de formation elearning.,#elearning,,,48.868462,2.35529,326 rue Saint Martin,75003,Paris,,www.haikara.fr,,,,,,Entreprise
Headoo,Headoo est spécialisée dans les solutions de marketing par l'image pour des événements et opérations annonceurs visant à renforcer la relation entre une marque et ses bénéficiaires.,#picturemarketing,,,48.87455,2.32521,10 rue de Rome,75008,Paris,2011,www.headoo.com,headoo,https://www.facebook.com/headoo.likes.u,,http://www.linkedin.com/company/2515460,,Entreprise
Hecube,"Hecube est une agence spécialisée dans les expériences digitales et interactives qui développe 3wdoc, un outil polyvalent spécialement conçu pour créer et délivrer en HTML5 des contenus rich media.",#webdoc,#richmedia,,48.86656,2.33999,2 galerie Vivienne,75002,Paris,2004,www.hecube.net,3wdoc,https://www.facebook.com/3wdoc,,http://www.linkedin.com/company/1585670,,Entreprise
Heliceum,Heliceum est une société spécialisée dans le développement d’applications sur smartphones et tablettes tactiles pour le compte de tiers.,#mobile,#developpement,#apps,48.886318,2.30184,19 rue Alphonse de Neuville,75017,Paris,2011,www.heliceum.com,Heliceum,https://www.facebook.com/heliceum,https://plus.google.com/113257095948924052067,http://www.linkedin.com/company/2290519,,Entreprise
Hewlett Packard,Hewlett Packard est une entreprise initialement d’électronique et d'instrumentation qui a évolué vers l'informatique et le multimédia. ,#informatique,#multimedia,,48.893457,2.212357,4 avenue Pablo Picasso,92024,Nanterre,1939,www.hp.com,HPCorp,https://www.facebook.com/HP,https://plus.google.com/+HP,http://www.linkedin.com/company/1025,,Entreprise
Hexaglobe,"Hexaglobe est spécialisée dans les technologies pour les professionnels des médias numériques et déploie des solutions de VoD, de Digital Asset management, de gestion de contenu et de diffusion over-the-top.",#video,,,48.86742,2.33467,1 rue Méhul,75002,Paris,2004,www.hexaglobe.com,,,,http://www.linkedin.com/company/820449,,Entreprise
HeyCrowd,HeyCrowd est une application web et mobile qui permet de créer et de diffuser des sondages.,#sondage,#mobile,,48.88224,2.33697,20 rue Pigalle,75009,Paris,2010,www.heycrowd.com,HeyCrowd,https://www.facebook.com/heycrowd,,http://www.linkedin.com/company/2362896,,Entreprise
HGPro,"HGPro édite Instantiel, un éventail d'applications en ligne prêtes à l'emploi destinées à couvrir tous les besoins de gestion des TPE/PME.",#apps,,,48.860619,2.31021,22 boulevard de la Tour Maubourg,75007,Paris,,www.hgpro.com,,,,,,Entreprise
Home'n'go,Home’n’go est un service qui centralise toutes les annonces immobilières des principaux sites immobiliers et vous permet d’obtenir des informations détaillées et pertinentes concernant la vie autour du logement qui vous intéresse.,#logement,#data,,48.869508,2.341908,28 place de la Bourse,75002,Paris,2011,www.homengo.com,home_n_go,https://www.facebook.com/homengofan,https://plus.google.com/118218283246554884324,http://www.linkedin.com/company/2332976,,Entreprise
Hop-Cube,"Hope-Cube développe et propose HopMedia, une solution de gestion et de valorisation des données environnementales.",#data,#environnement,,48.893959,2.35278,110 rue des Poissonniers,75018,Paris,2009,www.hop-cube.com,Hop_Cube,,,http://www.linkedin.com/company/722657,,Entreprise
Hubee,Hubee est une société de service spécialisée dans le développement et l’édition de solutions technologiques pour tous les éditeurs de contenus vidéo et de services interactifs désireux de porter leur offre vers les nouveaux écrans.,#iptv,#tvconnectee,#vod,48.865822,2.34992,4 rue Saint-Sauveur,75002,Paris,2009,www.hubee.tv,,,,http://www.linkedin.com/company/1099245,,Entreprise
hull,hull est une plateforme qui permet aux développeurs de construire leurs propres applications sociales à partir de composants ouverts et réutilisables.,#apps,#developpement,,48.878761,2.32742,19 rue de Milan,75009,Paris,2012,www.hull.io,hull,,,http://www.linkedin.com/company/2853032,,Entreprise
Human Coders,"Human Coders propose aux développeurs de les aider à se former, s’informer et accéder à des offres d’emploi de qualité pour leur permettre de coder avec plaisir.",#developpement,#codeurs,,48.86898,2.29089,3 rue Copernic,75016,Paris,2012,www.humancoders.com,humancoders,https://www.facebook.com/humancoders,,,,Entreprise
Hypios,"Hypios aide les entreprises à résoudre des problèmes technologiques ou organisationnels via sa plate-forme web, hypios.com, qui fonctionne comme une place de marché.",#openinnovation,,,48.86586,2.35947,4 rue Sainte Elisabeth,75003,Paris,2008,www.hypios.com,hypios,,,http://www.linkedin.com/company/405402,,Entreprise
IBM,"IBM est une entreprise spécialisée dans les domaines du matériel, du logiciel et des services informatiques.",#informatique,,,48.907062,2.263041,17 avenue de l'Europe,92270,Bois-Colombes ,1911,www.ibm.com,IBM,https://www.facebook.com/pages/IBM/168597536563870,https://plus.google.com/+IBM,http://www.linkedin.com/company/1009,,Entreprise
Ideo Technologies,Ideo Technologies est une société de conseil et d'expertise en applications Web Java/JEE.,#apps,#informatique,,48.878311,2.23478,124 rue de Verdun,92800,Puteaux,2002,www.ideotechnologies.com,IdeoTech,http://www.facebook.com/pages/Ideo-Corp/174711312633074,,http://www.linkedin.com/company/ideo-technologies,,Entreprise
IdexLab,"IdexLab développe une plateforme d’intermédiation dédiée à l’innovation ouverte qui permet aux entreprises de toutes tailles de trouver des solutions à leurs problèmes techniques, scientifiques ou marketing en accédant aux meilleurs experts où qu’ils soient dans le monde et quel que soit leur secteur d’activité.",#openinnovation,,,48.825661,2.3835,15 rue Jean-Baptiste Berlier,75013,Paris,2011,www.idexlab.com,,,,http://www.linkedin.com/company/1504622,,Entreprise
I-Dispo,"I-Dispo développe et propose Sara, un assistant virtuel, personnel et intelligent, qui facilite l'organisation et la gestion de vos activités quotidiennes.",#agentvirtuel,#assistantpersonnel,#mobile,48.825661,2.3835,15 rue Jean-Baptiste Berlier,75013,Paris,2010,fr.sara.i-dispo.com,IDispo,https://www.facebook.com/IDISPO,,http://www.linkedin.com/company/i-dispo,,Entreprise
Ifeelgoods,Ifeelgoods est une plateforme de promotion digitale par les cadeaux pour les professionnels du marketing. ,#marketing,#cadeaux,,48.87233,2.32614,24 rue Tronchet,75008,Paris,2010,www.ifeelgoods.com,ifeelgoods,https://www.facebook.com/ifeelgoods,,http://www.linkedin.com/company/1242394,,Entreprise
iFeelSmart,"iFeelSmart développe Smart TV, une solution logicielle pour décodeurs de télévision et pour téléviseurs connectés qui comprend un framework de services et une interface utilisateur 3D fluide et ergonomique.",#smarttv,#tvconnectee,,48.893959,2.35278,110 rue des Poissonniers,75018,Paris,2011,www.ifeelsmart.com,IFeelSmart,,,http://www.linkedin.com/company/2378120,,Entreprise
iMediaSante,iMediaSante est une plateforme gratuite dédiée à la prise de rendez-vous médicale qui rapproche usagers et professionnels de santé.,#sante,#gratuit,,48.831434,2.354252,10 place d'Italie,75013,Paris,2013,www.imediasante.com,iMediaSante,,,,,Entreprise
Immanens,Immanens fournit et développe des solutions pour la chaîne de l'édition numérique.,#edition,#presse,,48.720919,2.261486,4 rue Emile Baudot,91120,Palaiseau,2004,www.immanens.com,,,,http://www.linkedin.com/company/898797,,Entreprise
Incenteev,Incenteev est une application en ligne de gestion et de motivation des équipes commerciales qui permet d'organiser des concours ludiques au sein des entreprises.,#teambuilding,#concours,,48.830132,2.31058,168 rue Raymond Losserand,75014,Paris,2012,www.incenteev.com,incenteev,https://www.facebook.com/Incenteev,,http://www.linkedin.com/company/2761349,,Entreprise
Inéovation,"Inéovation est une société spécialisée dans l'audit, le conseil, et la fourniture de solutions applicatives et réseaux pour la sécurité des systèmes d'information.",#securite,,,48.899813,2.286533,37 rue Collange,92300,Levallois Perret,2008,www.ineovation.fr,,http://www.facebook.com/pages/Ineovation/195614780509730,,http://www.linkedin.com/company/ineovation,,Entreprise
Infinit,Infinit est une application P2P de partage de fichiers à mi-chemin entre Dropbox et Bittorrent.,#fichiers,#P2P,,48.822071,2.37092,63 boulevard Masséna,75013,Paris,2012,www.infinit.io,infinitdotio,https://www.facebook.com/infinitdotio,https://plus.google.com/103816682609525959263,http://www.linkedin.com/company/2393438,,Entreprise
int13,int13 regroupe une équipe d'ingénieurs et d'artistes qui mettent leurs compétences au service des jeux sur mobile en réalité augmentée.,#jeu,#mobile,#ra,48.854858,2.40352,80 rue des Haies,75020,Paris,2008,www.int13.net,int13,https://www.facebook.com/int13.net,,http://www.linkedin.com/company/388052,,Entreprise
Intelligent Learning Objects,"ILObects est un éditeur de logiciels innovants dans les domaines de l’éducation, du multimédia et de l'internet qui utilise des techniques d’intelligence artificielle associées à des méthodes issues des sciences cognitives.",#logiciel,#ia,#education,48.854858,2.40352,80 rue des Haies,75020,Paris,2004,www.ilobjects.com,,,,,,Entreprise
Intelligéré,Intelligéré conçoit et développe des applications mobiles qui exploitent la convergence IP et du multimédia.,#mobile,#apps,,48.873772,2.23338,5 rue Salomon de Rothschild,92150,Suresnes,,www.intelligere.biz,,,,,,Entreprise
InterCloud,"InterCloud est un opérateur d’accès au Cloud, spécialiste de la connectivité vers les plateformes de type SaaS, telles que Salesforce, PaaS, telles que Microsof Azure, ou IaaS, telles que Amazon Web Services.",#cloudcomputing,#securite,#optimisation,48.86301,2.33809,4 place de Valois,75001,Paris,2010,www.intercloud.fr,theintercloud,,https://plus.google.com/101832573955816514382,http://www.linkedin.com/company/1665585,,Entreprise
Intersec,"Intersec conçoit des solutions qui permettent aux opérateurs mobiles de capturer et de monétiser la valeur de leur réseau, en collectant la big data en vue de favoriser l'innovation en matière de services.",#mobile,#bigdata,,48.897844,2.252912,37 rue Pierre L'homme,92400,Courbevoie,2004,www.intersec.com,IntersecGroup,,,http://www.linkedin.com/company/intersec-group,,Entreprise
In-Webo Technologies,"In-Webo édite et déploie des solutions d'authentification forte et de sécurisation des usages en ligne, mobiles ou à distance.",#securite,#authentification,#identite,48.873089,2.3448,3 rue de Montyon,75009,Paris,2008,www.in-webo.com,InWeboTech,,,http://www.linkedin.com/company/in-webo-technologies,,Entreprise
IP-Label,IP-Label mesure la qualité des applications web en privilégiant un point de vue utilisateur et en offrant des solutions pour superviser leur performance et leur disponibilité.,#mesure,#supervision,,48.908321,2.23769,90 boulevard National,92250,La Garenne Colombes,1983,www.ip-label.com,iplabel,,,http://www.linkedin.com/company/ip-label,,Entreprise
ISI,"ISI fournit un ensemble de solutions et services pour l’archivage, la gestion et la diffusion des images et des documents.",#ged,,,48.694421,2.15292,14 rue de la Hacquinière,91440,Bures sur Yvette,,www.isimages.com,,,,,,Entreprise
Isogeo,"Isogeo facilite la gestion des données géographiques et optimise leur utilisation, leur partage et leur valorisation.",#data,#sig,,48.854858,2.40352,80 rue des Haies,75020,Paris,2009,www.isogeo.com,isogeo,https://www.facebook.com/isogeo,,http://www.linkedin.com/company/isogeo,,Entreprise
Isthma,"Isthma est spécialisée dans l'analyse de données, la statistique et la visualisation orientée bigdata.",#bigdata,,,48.865629,2.392446,18 rue Soleillet,75020,Paris,2003,www.isthma.fr,,,,,,Entreprise
Itaapy,Itaapy est un fournisseur de solutions Open Source adepte des méthodes agiles.,#opensource,,,48.87065,2.341578,40 passage des Panoramas,75002,Paris,2003,www.itaapy.com,itaapy,,,http://www.linkedin.com/company/690552,,Entreprise
iTOP,"A travers ses 3 filiales, iTOP est un groupe spécialisé dans l’intégration des nouvelles technologies de l’information et de la communication, associée à une vision innovante et pragmatique de sa mise en œuvre",#education,#informatique,#elearning,48.70948,2.17553,29 rue Jean Rostand,91400,Orsay,2003,www.itop.fr,ITOPeducation,,,,,Entreprise
