Identifiant,Nom,Description,Tag 1,Tag 2,Tag 3,Latitude,Longitude,N° et nom de rue,CP,Ville,Année de création,Url site web,Email,Nom compte Twitter,Url page Facebook,Url page Google +,Url page Linkedin,Url page Viadeo,Catégorie
linkility,Linkility,Linkility est une application mobile qui permet de rentrer en contact avec les personnes autour de soi.,,,,48.86981088300047,2.363886862000413,18 Rue Yves Toudic 75010 Paris,,,2012,http://www.linkility.com,yann.masse@linkility.com,Linkility,http://www.facebook.com/Linkility,,,,Entreprise
livingsocial,LivingSocial,"LivingSocial est une plateforme de ""deal-of-the-day"" qui propose des bons-cadeaux ou remises utilisables à destination des entreprises locales ou nationales. ",bonsplans,,,48.876888,2.29084,3 rue du Colonel Moll,75017,Paris,2007,http://www.livingsocial.com,,LivingSocial,https://www.facebook.com/LivingSocial,,http://www.linkedin.com/company/481652,,Entreprise
lms-imagine,Lms Imagine,Editeur de logiciel leader sur le marché de la Conception Collaborative de Systèmes (Collaborative System Design).,transport,energie,ocds,46.0344933,4.0768218,7 Place des Minimes,42300,Roanne,1994,http://www.lmsintl.com,,,,,,,Entreprise
localeo,Localeo,"Localeo est un fournisseur d’applications hébergées au service des collectivités territoriales, des associations ou organisations professionnelles qui servent à optimiser ou simplifier la Gestion Relation Citoyen.",grc,collectivites,,48.848862,2.32424,15 rue de l'Abbé Grégoire,75006,Paris,2002,http://www.localeo.com,,localeo,https://www.facebook.com/Localeo,,http://www.linkedin.com/company/1111360,,Prestataire
localers,Localers,"Localers est une plateforme de vente d'excursions en ligne, originales et hors des sentiers battus pour les voyageurs étrangers en France.",vente,tourisme,excursions,48.870351,2.341352,10 rue Saint-Marc,75002,Paris,2012,http://www.localers.com,,Localers,https://www.facebook.com/Localers,,,,Entreprise
logilab,Logilab,"Logilab développe des solutions logicielles innovantes dans les domaines de la gestion de connaissances et de l'informatique avancée, en utilisant des méthodes agiles.",opensource,ocds,,48.8312964,2.343848,104 boulevard Auguste Blanqui,75013,Paris,2000,http://www.logilab.fr,,,,,,,Entreprise
loungeup,LoungeUp,Plateforme mobile de relation client,,,,48.872362127000486,2.357571655000413,82 rue du faubourg saint martin 75010 Paris,,,2011,http://www.loungeup.com,mathieu@loungeup.com,loungeup,https://www.facebook.com/LoungeUp,,,,Entreprise
ls-telcom-sas,LS Telcom SAS,Fournisseur de solutions logicielles et des services associés destinés au marché des radiocommunications.,telecoms,,,48.7814008,2.2097903,"4, avenue Morane-Saulnier, Bât. A",78140,Velizy-Villacoublay,2006,http://www.lstelcom.com,,,,,,,Entreprise
ltu-technologies,LTU Technologies,"Founded in 1999, LTU technologies is a company in the field of image recognition for commercial and government customers.",,,,48.86000673300049,2.3437391290004257,132 Rue de Rivoli  75001 Paris,France,,1999,http://www.ltutech.com,info@ltutech.com,LTUtechnologies,,,,,Entreprise
luceor,Luceor,,securite,telecoms,,48.8215797,2.25233,2 Place Jules Gevelot,92130,Issy-Les-Moulineaux Cedex,2005,http://www.luceor.com,,,,,,,Entreprise
lucky-cart,Lucky Cart,Lucky Cart développe pour les sites marchands et les marques des solutions ludiques qui exploitent le jeu et la chance comme leviers promotionnels e-commerce.,jeu,marketing,ecommerce,48.869469,2.349,5 rue Thorel,75002,Paris,2010,http://www.luckycart.com,,luckycart,https://www.facebook.com/luckycart,,http://www.linkedin.com/company/1224802,,Entreprise
lydia,Lydia,Lydia est une solution de portefeuille mobile pour le paiement et l'encaissement.,portefeuille,mobile,,48.883362,2.34782,13 boulevard de Rochechouart,75009,Paris,2011,http://www.lydia-app.com,,applydia,https://www.facebook.com/lydiaapp,,http://www.linkedin.com/company/2958157,,Entreprise
lydia-solutions,Lydia Solutions,"LYDIA est une application qui permet d'envoyer et de recevoir de l'argent, en un instant, avec son téléphone portable. A distance ou en face à face, LYDIA simplifie les échanges d'argent, pour les particuliers comme pour les professionnels.",,,,48.86942304000047,2.3510787100004222,92 rue de Clery 75002 Paris,,,2012,http://www.lydia-app.com,contact@lydia-app.com,applydia,https://www.facebook.com/lydiaapp,,http://www.linkedin.com/company/lydia,,Entreprise
lynkware,Lynkware,Lynkware est spécialisée dans les technologies et solutions de marketing mobile.,marketing,mobile,,48.83649,2.586675,1 rue Albert Einstein,77420,Champs sur Marne,2008,http://www.lynkware.com,,,,,,,Entreprise
m2m,M2M,MDS développe un environnement d’aide à la conception de plateformes matérielles et au contrôle de flot (interoperabilité de outils entrant en jeu dans la création des systèmes électroniques).,ocds,,,48.6900093,2.203058,"1, rue de Terre Neuve",91940,Les Ulis,2003,http://www.m2m-ndt.com,,,,,,,Entreprise
m3-systems,M3 Systems,,transport,,,43.3928219,1.2646492,26 rue du soleil levant,31410,Lavernose,1999,http://www.m3systems.fr/,,,,,,,Entreprise
m8,M8,,ocds,,,48.5220965,2.43103503075346,"Magellan, 7 rue Montespan",91024,Evry Cedex,1999,http://www.m8.fr,,,,,,,Entreprise
maarch,Maarch,"Maarch édite la solution Maarch Entreprise, première solution SAE entièrement Open Source. ",opensource,,,48.8891458,2.1974097,11 boulevard du Sud Est,92000,Nanterre,2004,,,,,,,,Entreprise
macauto,Macauto,MacAUTO is the newly established coordinating body for automotive research and education at McMaster University.,,,,48.84548,2.2879746,75 rue de Lourmel,75015,Paris,2008,http://macauto.com/,,,,,,,Entreprise
machines-dubuit,Machines Dubuit,,ocds,,,48.8332846,2.5798252,10-12 rue du Ballon,93161,Noisy-Le-Grand,1955,,,,,,,,Entreprise
madmagz,Madmagz,Madmagz est une application en ligne qui permet de créer et de publier un magazine numérique ou papier.,magazine,edition,,48.866661,2.36337,24 rue Béranger,75003,Paris,2010,http://www.madmagz.com,,madmagz,https://www.facebook.com/MadmagzFR,,http://www.linkedin.com/company/949712,,Entreprise
magillem-design-services,Magillem Design Services,"Magillem propose à des grands comptes, dans des domaines industriels très variés, un ensemble d’outils logiciels et de services réduisant de manière drastique le cout global des projets et des taches complexes",ocds,,,48.8665993,2.3710759,4 rue de la Pierre Levee,75011,Paris,2006,http://www.magillem.com,,,,,,,Entreprise
mailforgood,Mailforgood,Mailforgood propose aux internautes de nouvelles façons d'aider des associations.,socialgood,associations,,48.825661,2.3835,15 rue Jean-Baptiste Berlier,75013,Paris,2009,http://www.mailforgood.com,,Mailforgood,https://www.facebook.com/Mailforgood,https://plus.google.com/112998849938459243645,http://www.linkedin.com/company/1472566,,Entreprise
mailjet,Mailjet,Mailjet propose une solution de cloud emailing qui permet de délivrer des emails en temps réel.,emailing,,,48.868881,2.35269,30 rue Blondel,75002,Paris,2011,http://fr.mailjet.com,,mailjet_fr,https://www.facebook.com/MailjetFrance,,http://www.linkedin.com/company/1459557,,Entreprise
maintag,Maintag,"MAINtag,has established an industry leadership position in aerospace parts marking delivering RFID FLYtag® solutions through more than 45 tier-ones A/C manufacturers.",ocds,,,48.8041408,2.4831972,8 rue Edouard Vallerand,94100,Saint Maur des Fosses,2004,http://www.maintag.fr,,,,,,,Entreprise
maman-poul,Maman Poul,"Maman Poule propose des produits cosmétiques sains pour la future maman, pour une grossesse en beauté. La Trousse Beauté est le premier cadeau de naissance pour la maman, vendue 39€ elle contient plus de 90€ de produits sains rien que pour elle !",,,,48.89204722700049,2.362573022000447,20 rue Marc Seguin 75018 PARIS,,,2013,http://mamanpoule.com,bb@mamanpoule.com,mmpoule,https://www.facebook.com/mamanpoule,https://plus.google.com/u/0/111803589110382628135/posts,http://www.linkedin.com/profile/view?id=4722660&trk=nav_responsive_tab_profile_pic,http://www.viadeo.com/profile/00212fo4naf00ruw/?ga_from=Fu:undefined;Fb:header-top_right;Fe:L1-premium;,Entreprise
many-players,Many Players,Many Players propose des jeux sportifs en ligne et organise des compétitions sportives sur internet pour tous. ,jeu,sport,,48.827973,2.247917,9 rue Neuve Saint-Germain,92100,Boulogne Billancourt,,http://www.manyplayers.com,,,,,,,Entreprise
mappy,Mappy,"Mappy est reconnu comme le leader français de la recherche locale par la carte et l'itinéraire, sur Internet, tablette, mobile et GPS. Il est précurseur du ""Web to Store"".",,,,48.82977970000047,2.2662882730004412,5 rue Maurice Mallet,92130 Issy-les-moulineaux,,1996,http://www.mappy.com,cyril.morcrette@mappy.com,Mappy,https://www.facebook.com/MappyOnline,,http://www.linkedin.com/company/25574?goback=.nmp_*1_*1_*1_*1_*1_*1_*1_*1_*1_*1&trk=prof-exp-company-name,,Entreprise
marben-products,Marben Products,"MARBEN Products fournit des solutions logicielles majeures pour les telecoms. Nos produits sont interopérables, robustes, portables et améliorent le Time To Market de nos clients équipementiers télécom.",transport,telecoms,,48.884748,2.23964,"174, rue Jean JaurèsTour les Miroirs",92800,Puteaux,2007,http://www.marben-products.com,,,,,,,Entreprise
markelys-interactive,Markelys Interactive,Markelys Interactive est spécialisée dans les opérations marketing pour les jeux vidéos et propose Jokerly une solution de video publicitaire en ligne.,jeu,marketing,video,48.893959,2.35278,110 rue des Poissonniers,75018,Paris,2011,http://www.jokerly.com,marc@markelys.fr,jokerly,,,http://www.linkedin.com/company/2857061,,Entreprise
markelys-interactive-jokerly,Markelys Interactive - Jokerly,"Avec Jokerly - marque de Markelys Interactive - les internautes et mobinautes bénéficient gratuitement de contenus à valeur ajoutée, les éditeurs transforment leurs utilisateurs gratuits en source de revenu et les marques communiquent efficacement…",,,,48.89375643672349,2.354249954223633,46 rue René Clair,75892 PARIS CEDEX 18,,2011,http://www.jokerly.com,contact@markelys.com,jokerly,,,,,Entreprise
market-place-factory,Market Place Factory,Market Place Factory propose aux e-commerçants et aux médias en ligne de faire décoller leurs revenus en créant pour eux une place de marché en marque blanche.,marketplace,ecommerce,,48.887218,2.26308,29 rue du château ,92200,Neuilly-sur-Seine ,2010,http://www.marketplacefactory.com,,MarketPlacef,https://www.facebook.com/MarketPlaceFactory,,http://www.linkedin.com/company/2753841,,Entreprise
martec,Martec,"L’expertise et le savoir-faire du Groupe Martec s’exercent à travers la mesure, l’acquisition, la transmission et la supervision de données de toute nature en environnement sévère.",transport,securite,telecoms,48.6792779,2.16647,"29 avenue de La Baltique, ZA Courtaboeuf",91953,Les-Ulis,1977,http://www.martec.fr,,,,,,,Entreprise
masa-group,Masa Group,"Editeur de logiciel, fournisseur de technologies innovantes dans le domaine de la simulation des comportements des acteurs et facteurs humains.",securite,,,48.8699139,2.335448,"8, rue de La Michoderie",75002,Paris,1997,http://www.masagroup.net,,,,,,,Entreprise
maspatule.com,MaSpatule.com,"MaSpatule.com propose des ustensiles de cuisine divers et variés à tous les amoureux de la cuisine, du cuisinier en herbe au chef étoilé !",,,,48.87528567100048,2.3193205490004516,7 place saint Augustin 75008 paris,,,2012,http://www.maspatule.com,contact@maspatule.com,maspatule,https://www.facebook.com/MaSpatule,https://plus.google.com/10274114802842387964,http://www.linkedin.com/company/1883310,,Entreprise
massageprive.com,MassagePrive.com,"MassagePrive.com se veut être le site de référence en matière de réservation pour les Spas, Praticiens et centres de Bien-être. Le tout en gardant un niveau élevé de qualité, d'équité et de transparence.",,,,48.870309904000464,2.3359281380004404,19 rue de choiseul,75002 Paris,,2013,http://massageprive.com,contact@massageprive.com,massageprive,https://www.facebook.com/massageprivecom,,,,Entreprise
massiverand,Massiverand,"MassiveRand, commercialise des solutions de sécurisation des transactions en ligne basées sur une approche innovante de la génération de nombres aléatoires utilisés dans les domaines de la défense, de la sécurité nationale et des jeux en ligne.",ocds,,,48.8331425,2.2539177,62 avenue Pierre Grenier,92100,Boulogne-Billancourt,2010,http://www.massiverand.com,,,,,,,Entreprise
maxicours,Maxicours,Maxicours est une plateforme de ressources pédagogiques et de suivi scolaire en ligne.,education,,,48.81443,2.34113,59 rue Benoît Malon,94250,Gentilly,,http://www.edu.maxicours.fr,,,,,http://www.linkedin.com/company/211577,,Entreprise
mbda-france,Mbda France,,ocds,,,48.7797687,2.2402417,"1, avenue Réaumur, Cedex",92358,Le-Plessis-Robinson,1990,http://www.mbda.net,,,,,,,Entreprise
media-village,Media village,Media Village propose des espaces de travail équipés aux entreprises qui souhaitent louer des bureaux et partager une ambiance professionnelle.,coworking,bureau,,48.88728,2.35561,8 rue Myrha,75018,Paris,,http://www.mediavillage.fr,,,,,,,Tiers-lieu
mediapart,Mediapart,"Mediapart est un journal d'information numérique, indépendant et participatif. ",presseenligne,pureplayer,media,48.84967,2.38001,8 passage Brûlon,75012,Paris,2008,http://www.mediapart.com,,mediapart,https://www.facebook.com/pages/Mediapart/116070051527,,http://www.linkedin.com/company/1854361,,Entreprise
mediasize,MEDIASize,"En lançant en France le premier Media Digital urbain mobile, MEDIASize offre pour les usagers une expérience ludique unique et pour les annonceurs un nouveau territoire de communication innovant, original et captivant…",,,,48.86928260400049,2.337854554000444,9,rue du Quatre-Septembre 75002 PARIS,,2013,http://www.mediasize.fr,contact@mzdiasize.fr,,,,,,Entreprise
medissimo,Medissimo,"Medissimo commercialise auprès des pharmaciens son service d'amélioration du bon usage des médicaments à destination des sujets âgés en EHPAD, en maison de retraite ou à domicile.",sante,,,48.946754,2.063449,26 rue Ch. Edouard Jeanneret,78306,Poissy,2012,http://www.medissimo.fr/,,,,,,,Entreprise
meetserious,Meetserious,Meetserious prend le contre-pied des sites de rencontre puisqu’il permet de s’affranchir de la discussion à distance et de participer à des rendez-vous au restaurant entre 3 hommes et 3 femmes pour faire directement connaissance autour d’un repas.,,,,48.87408739800048,2.3436797000004503,46 rue Richer 75009 Paris,,,2013,http://www.meetserious.com,hello@meetserious.com,meetserious,http://www.facebook.com/meetserious,https://plus.google.com/u/0/b/109006603052160246816/109006603052160246816/posts,,,Entreprise
meilleurinvestisseur,Meilleurinvestisseur,"Meilleurinvestisseur est un tremplin financier pour les entreprises, une plateforme de recherche rapide de financements pour les entrepreneurs à tous les stades de leurs projets.",financement,entrepreneur,investissseur,48.84506,2.37311,4 place Louis Armand,75012,Paris,2010,http://www.meilleurinvestisseur.com,,MeilleurInvestisseur,https://www.facebook.com/pages/MeilleurInvestisseurcom/172907926101042,,http://www.linkedin.com/company/1347252,,Entreprise
melusyn,Melusyn,Melusyn est la plateforme Web et Mobile qui permet de synchroniser le travail d'une équipe de tournage en phase de pré-production.,,,,48.85483421000049,2.403534460000458,80 rue des haies,75020,Paris,2013,http://www.melusyn.com,hugo@melusyn.com,melusyn,https://www.facebook.com/MelusynFR?ref=br_tf,,,,Entreprise
mercury-technologies,Mercury Technologies,logiciels et services permettant aux émetteurs de carte de développer une solution de cartes et architectures multiservices et multi-applications sur Internet,,,,48.7080475,2.0613601,67 route de Milon,78470,Saint-Remy-Les-Chevreuse,1997,http://www.mercury-technologies.fr,,,,,,,Entreprise
mesagraph,Mesagraph,Mesagraph analyse des millions de conversations sur le web social pour fournir des satistiques actionnables.,socialtv,socialmedia,stats,48.87282,2.334215,21 boulevard Haussmann,75009,Paris,2010,http://www.mesagraph.com,,Mesagraph,https://www.facebook.com/Mesagraph,,http://www.linkedin.com/company/mesagraph,,Entreprise
message-business,Message Business,"Message Business est un ensemble de services à la demande, disponibles sur Internet, qui facilite la réalisation des actions de communication et de relation client des entreprises.",relationclient,emailing,,48.893959,2.35278,110 rue des Poissonniers,75018,Paris,2006,http://www.messagebusiness.com,,messagebusiness,https://www.facebook.com/message.business.emailing,,http://www.linkedin.com/company/875412,,Entreprise
meta-coaching,Meta Coaching,"La société met en oeuvre les thérapies comportementales et cognitives qui permettent de traiter les problèmes de santé chroniques (insomnie, surpoids, stress, phobies,...) sous forme de programmes personnalisés interactifs et multimédia sur internet.",sante,,,48.8329061,2.3199284,10 rue Pernety,75014,Paris,2009,http://www.linecoaching.com,,,,,,,Entreprise
metaboli,Metaboli,"Metaboli est spécialisée dans la distribution digitale de jeux vidéo PC et opère différentes plateformes de téléchargement de jeux via les marques Metaboli, Gamesplanet et Gametap.",jeu,,,48.871868,2.31909,27 rue de la Ville-l'Evèque,75008,Paris,2001,http://www.metaboli.fr,,metaboli,https://www.facebook.com/Metaboli,,http://www.linkedin.com/company/36414,,Entreprise
meteojob,Meteojob,"Meteojob est spécialisé dans le e-recrutement et propose une plateforme de recherche d'emploi par affinité, basé sur une technologie de matching et d'analyse sémantique avancée.",emploi,recrutement,semantique,48.87389,2.33628,15 rue la Fayette,75009,Paris,2008,http://www.meteojob.com,,Meteojob,https://www.facebook.com/meteojob,,http://www.linkedin.com/company/660883,,Entreprise
metnext,Metnext,,energie,,,48.8680722,2.3410055,"17, rue de la Banque",75002,Paris,2007,http://www.metnext.com/,,,,,,,Entreprise
mfg-labs,MFG Labs,MFG Labs répond au défi quotidien de maintenir des interactions entre la recherche mathématique de haut niveau et les applications concrètes.,apps,data,,48.87611,2.3365,35 rue de Châtaudun,75009,Paris,2009,http://www.mfglabs.com,,mfg_labs,https://www.facebook.com/MFGLabs,,http://www.linkedin.com/company/1819216,,Entreprise
mi2020,Mi2020,"Etudes, conseil, assistance, promotion dans le domaine de l'energie, de l'automatisme et des technologies de l'information.",energie,,,48.8950296,2.2727053,34 boulevard Victor Hugo,92200,Neuilly-Sur-Seine,2011,,,,,,,,Entreprise
mia-software,Mia-Software,Mia-Software est un éditeur de logiciels spécialisés dans les approches Model-Driven pour l’industrialisation du cycle de vie des applications.,ocds,,,48.8739247,2.3163603,25 rue La Boétie,75008,Paris,2004,http://www.mia-software.com,,,,,,,Entreprise
microdon,microDON,"microDON est le pionnier de la générosité embarquée. Outils innovants de collecte de dons pour les associations : L'ARRONDI à la caisse, sur bulletin de salaire, sur compte bancaire, sur achats en ligne, sur factures, etc...",,,,48.825632413000505,2.383501196000452,SOCIAL GOOD LAB,15 rue Jean-Baptiste Berlier,75013 Paris,2009,http://www.larrondi.org,contact@microdon.org,microdon_fr,http://www.facebook.com/microdon.collecte.de.dons,,,,Entreprise
microsoft,Microsoft,Microsoft fabrique et vend des systèmes d’exploitation et des logiciels. ,os,logiciel,,48.834061,2.26481,39 quai du Président Roosevelt,92130,Issy-les-Moulineaux,1975,http://www.microsoft.com,,Microsoft,https://www.facebook.com/Microsoft,,http://www.linkedin.com/company/1035,,Entreprise
milibris,miLibris,miLibris est une plate-forme d'intermédiation entre fournisseurs de contenu et portails de vente et propose un service de diffusion et des outils logiciels conçus pour l'industrie du livre et de la presse.,edition,distribution,ebook,48.88171,2.33165,74 rue Blanche,75009,Paris,2009,http://www.milibris.com,,miLibris,,,http://www.linkedin.com/company/262821,,Entreprise
milliweb,Milliweb,"Start-up française lancée en 2010, Milliweb est une entreprise éditrice de logiciels libres spécialisée dans la création de Cartables Numériques mobiles, de solutions de diffusion de contenus et d'applications web pour l'Éducation.",,,,48.87578249800049,2.3480586160004577,1 rue bleue,75009,Paris,2010,http://www.milliweb.fr,contact@milliweb.fr,milliweb,http://www.facebook.com/pages/Milliweb/205713056114727,https://plus.google.com/105389370129113549127/posts,http://www.linkedin.com/company/milliweb,http://www.viadeo.com/fr/company/milliweb,Entreprise
min-max,min&max,min&max est une société spécialisée dans le pilotage proactif de la satisfaction client. Elle se distingue par son approche originale basée sur l’anticipation de l’insatisfaction.,,,,48.85831309600047,2.372509196000408,26,rue du chemin vert,75011,2011,http://www.minetmax.com,contact@minetmax.com,minetmax,,https://plus.google.com/101140004954933723364,http://www.linkedin.com/company/min&max,http://www.viadeo.com/fr/company/min-max,Entreprise
"ministère-chargé-des-pme,-de-l-innovation-et-de-l-economie-numérique","Ministère chargé des PME, de l'Innovation et de l'Economie numérique","Délégué auprès de celui du redressement productif, ce ministère est notamment chargé de la mise en œuvre de la politique nationale d'innovation et de développement de l'économie numérique.",economie,numerique,redressement,48.841091,2.37808,139 rue de Bercy,75012,Paris,2012,,,,,,,,Acteur public
minutebuzz,MinuteBuzz,"MinuteBuzz est un site média indépendant et sans complexe, qui vous propose tous les jours un concentré des sujets les plus divertissants et impressionnants du web.",pureplayer,presseenligne,media,48.866562,2.37096,4 rue de la Pierre Levée,75011,Paris,2010,http://www.minutebuzz.com,,minutebuzz,https://www.facebook.com/minutebuzz,,http://www.linkedin.com/company/803134,,Entreprise
miratech,Miratech,Miratech est une entreprise d’ergonomie web et de conception centrée utilisateurs qui intervient sur tous les types d'interfaces numériques.,ergonomie,etude,usercentric,48.8708,2.34321,14 rue d'Uzès,75002,Paris,2005,http://www.miratech.fr,,miratech,,,,,Prestataire
miuny,Miuny,"MiunyGAMES, When Creation becomes Your Game !",,,,48.89395078600046,2.3528193410004405,110,rue des Poissonniers,75018,2011,http://www.miunygames.fr,letscreate@miunygames.fr,MiunyGAMES,,,,,Entreprise
mixotv,Mixotv,Mixotv est une application de programme TV personnalisée et sociale qui se base sur les goûts des utilisateurs et de leurs amis afin de leur proposer des programmes qui leur correspondent.,socialtv,secondscreen,programmeTV,48.88187,2.35105,139 boulevard de Magenta,75010,Paris,2012,http://www.mixotv.com,,mixotv,https://www.facebook.com/mixotv,,http://www.linkedin.com/company/2821407,,Entreprise
mlstate,MLstate,"MLstate a développé, en partant de zéro, une solution d'envergure qui unit un langage, une base de données et un serveur Web, pour supprimer tout travail d'intégration",ocds,,,48.873231,2.3245846,37 rue des Mathurins,75008,Paris,2010,http://www.mlstate.com,,,,,,,Entreprise
mobeye,Mobeye,Mobeye collecte pour les entreprises des données en magasin en rémunérant des consommateurs.,,,,48.8315535590005,2.338391062000426,9 rue dareau 75014,,,2013,http://www.mobeye-app.com,contact@mobeye-app.com,mobeyeapp,http://www.facebook.com/app.mobeye,https://plus.google.com/104313022075634870534/,http://www.linkedin.com/company/3045903,,Entreprise
mobigame,Mobigame  ,"Mobigame est une société qui développe, édite et distribue des jeux vidéo pour téléphones mobiles.",jeu,mobile,,48.839475,2.316045,85 boulevard Pasteur,75015,Paris,2004,http://www.mobigame.net,,mobigame,https://www.facebook.com/pages/Mobigame/143172829084267,,http://www.linkedin.com/company/3064867,,Entreprise
mobilead,mobiLead,"Pionnier en France des systèmes d’identification par lecture radiofréquence NFC et optique QR Code, mobiLead propose une approche disruptive dans la génération, la sécurisation et la gestion de grands nombres de marqueurs - membre du W3C et de l'ISO.",,,,48.831252391000476,2.3762140960004103,118 122 avenue de France 75013 Paris,,,2008,http://mobilead.fr,lt@mobilead.fr,mobilead,,,http://www.linkedin.com/company/mobilead,,Entreprise
mobiquithings,Mobiquithings,Mobiquithings et un opérateur mobile dédié à la connectivité M2M.,mobile,telecoms,M2M,48.825661,2.3835,15 rue Jean-Baptiste Berlier,75013,Paris,2010,http://www.mobiquithings.com,,,,,http://www.linkedin.com/company/1829842,,Entreprise
mobiview,Mobiview,Mobiview propose une plateforme qui permet de créer soi-même des applications mobiles.,apps,mobile,,48.866009,2.28367,13 rue des Sablons,75016,Paris,2008,http://www.mobyview.com,,MobyViewApps,https://www.facebook.com/Mobyview,,,,Entreprise
moby-systems,Moby Systems,"Moby Systems est experte en nouvelles technologies liées aux mobiles. Nos solutions s'articulent autour du web, du e-commerce, du marketing, et de la transmission d'informations multiples.",transport,,,48.84179,2.2226846,22-23 quai du Pdt Carnot,92210,Saint-Cloud,2010,http://www.mobysystems.com,,,,,,,Entreprise
mobypark,MobyPark,MobyPark est un service de location de places de parking inoccupées entre particuliers.,location,parking,economiecollaborative,48.870468,2.3427,151 rue Montmartre,75002,Paris,2012,http://www.mobypark.com,,,,,,,Entreprise
modizy,Modizy,Modizy est un assistant shopping personnalisé qui sélectionne les tendances de mode que vous aimez.,shopping,personalshopper,ecommerce,48.852501,2.42076,41 rue Emile Zola,93100,Montreuil,2012,http://www.modizy.com,,modizy,https://www.facebook.com/modizy,,http://www.linkedin.com/company/2525286,,Entreprise
mon-vanity-idéal,Mon Vanity Idéal,"Mon Vanity Idéal est un site qui va permettre (v2 en préparation) à ses utilisateurs de répertorier leurs meilleurs produits de beauté, pour acheter sans se tromper. Egalement une newsletter, des vidéos, des interview beauté.",,,,48.845446246000506,2.278382152000404,11 rue de la Convention 75 015 Paris,,,2013,http://www.monvanityideal.com,nadia@monvanityideal.com,Monvanityideal,https://www.facebook.com/monvanityideal,,,,Entreprise
monchampagne,monChampagne,le early stage du champagne,,,,48.861203177000505,2.349732870000423,30-32 boulevard de Sébastopol F-75004 Paris,,,2013,http://monChampagne.net,bulles@monChampagne.net,monChampagneFR,https://www.facebook.com/monchampagneFR,,,,Entreprise
mondeca,Mondeca,"Mondeca est un éditeur de logiciel spécialisé dans les solutions d'organisation et d'accès aux informations, connaissances et contenus multimédia.",semantique,ged,,48.893742,2.33746,3 cité Nollez,75018,Paris,2000,http://www.mondeca.com,,mondecanews,http://www.linkedin.com/company/64279,,,,Entreprise
moneydoc,MoneyDoc,"La 1ère appli web et mobile qui regroupe et analyse vos comptes, papiers et factures pour vous permettre de faire des économies !",,,,48.87261892829001,2.3356246948242188,10 rue Chauchat,75009,Paris,2013,https://www.moneydoc.fr,contact@moneydoc.fr,Money_Doc,https://www.facebook.com/pages/MoneyDoc/381915648532384,https://plus.google.com/117706040892788295039/,http://www.linkedin.com/company/moneydoc,,Entreprise
moneylib,Moneylib,"Moneylib propose Ticketlib, une solution ecommerce qui permet de vendre sur Internet simplement.",paiement,ecommerce,eticketing,48.827422,2.356642,54 avenue d'Italie,75013,Paris,2012,http://www.ticketlib.com,,ticketlib,,,http://www.linkedin.com/company/810172,,Entreprise
montimage,Montimage,"Montimage apporte des solutions complètes à ses clients dans la conception, le test et la surveillance des protocoles de communication et des systèmes complexes qui exigent un grand nombre de composants hautement distribués et tolérants aux pannes.",securite,ocds,telecoms,48.8286519,2.3534908,39 rue Bobillot,75013,Paris,2004,http://www.montimage.com,,,,,,,Entreprise
moodstocks,Moodstocks,Moodstocks propose une plateforme SaaS qui transforme les téléphones mobiles en scanners intelligents capables de reconnaître des objets réels.,scanning,mobile,,48.876308,2.34846,79 rue du Faubourg Poissonnière,75010,Paris,2007,http://www.moodstocks.com,,moodstocks,https://www.facebook.com/moodstocks,,http://www.linkedin.com/company/moodstocks,,Entreprise
moonbar,Moonbar,"Moonbar, lancé en octobre 2012, est le premier site européen mettant à disposition un listing exhaustif des évènements et concours de l’entrepreneuriat tech à Paris, Londres et Berlin.",,,,48.87261892829001,2.3356246948242188,30BIS RUE BERGERE 75009 PARIS,,,2012,http://moonbar.org/,julien@moonbar.org,moonbarHQ,https://www.facebook.com/moonbar.org,,,,Entreprise
mopeasy,Mopeasy,"MOPeasy regroupe sous forme de communautés locales des éco-citoyens, des éco-entreprises et des éco-cités pour partager des véhicules électriques afin de réduire la pollution liée aux courts déplacements et désengorger les centres urbains.",,,,48.8823874,2.2740294,9-11 Villa des Sablons,92200,Neuilly-Sur-Seine,2010,http://www.mopeasy.fr,,,,,,,Entreprise
motiontree,MotionTree,MotionTree propose des outils de production de contenus interactifs en s'appuyant sur sa technologie RVA (Rich Video Application).,richmedia,video,,48.893959,2.35278,110 rue des Poissonniers,75018,Paris,2011,http://www.motiontree.net,contact@motiontree.net,MotionTreeTeam,https://www.facebook.com/pages/MotionTree/419169608123775,,http://www.linkedin.com/company/motiontree,,Entreprise
motiv-solutions,Motiv'Solutions,Motiv'Solutions propose des solutions interactives pour l'éducation et l'enseignement.,innovation,numerique,education,48.93803,2.13286,14 rue gambetta,78600,Mesnil le Roi,2008,http://www.motivsol.com,,,,,,,Prestataire
moviken,Moviken,"Moviken propose une gamme complète de solutions adaptées au besoin du voyageur, des acteurs des transports et de la mobilité durable.",transport,mobilite,,48.83738,2.59016,23 rue Alfred Nobel,77420,Champs-sur-Marne,2003,http://www.moviken.fr,,,,,,,Entreprise
mozilla,Mozilla,"Mozilla est une organisation à but non lucratif qui se consacre à la promotion de l'ouverture, de l'innovation et des possiblités que peut offrir le web. ",opensource,navigateur,internetlibre,48.871792,2.34127,16 boulevard Montmartre,75009,Paris,1998,http://www.mozfr.org,,mozilla_fr,https://www.facebook.com/Firefox,,,,Communauté
